,2015/11/15 20:32:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1509,Dizzy?
2,1504,Mumin谷??
3,1499,トムソン??
4,1414,☆☆ながれ星彡
5,1399,Ra?ffine
6,1382,上位目指す隊?
7,1364,ばよえ?ん。
8,1360,嵐山
9,1346,まるむすてぃ?ん
10,1339,さんらいず??
11,1303,†とわいらいと†
12,1261,早乙女学園?
13,1239,祝RedbuII
14,1229,さんせっと??
15,1222,?いちごぷよ隊?
16,1199,えすぽらーず
17,1192,カーバンクル
18,1169,tipo
19,1168,谷口ぴーまん
20,1164,かもみ～るかふぇ
21,1161,赤い妖精
22,1151,たいようのほこら
23,1137,ぴんぽーん
24,1114,だらゴロ・囚・
25,1110,?Ｃlair?
26,1103,☆命蓮寺☆
27,1099,Luxillia
28,1099,ねこたらんど
29,1093,ももピーチ帝国
30,1091,?怪盗スケルトン
31,1091,Antenna
32,1086,かおりワールド
33,1077,ぷよクエ楽しみ隊
34,1074,MYM318☆彡
35,1074,淡麗生!!
36,1070,にゃ?んだふる♪
37,1070,かわいいはせいぎ
38,1068,プリンシパル☆彡
39,1065,からあげ流星群
40,1064,†魔導学校†
41,1063,にないか
42,1063,LovE?
43,1062,無課金こそ愉悦!
44,1061,ＢＢ団
45,1058,ぷよビ～ッチ☆
46,1058,賢者モード
47,1049,ミッドガルド?
48,1048,やわらかギルド
49,1048,ねこずき
50,1043,ねこぽよ軍??
51,1041,V.I.P.
52,1040,いえろ～こんび♪
53,1034,Lαvｉn&#039;υ?
54,1031,★エーミール★
55,1030,ぷよろう会
56,1024,果物の缶詰
57,1024,無KG板ギルド
58,1022,一生を寝てい隊
59,1020,Law@
60,1017,自由都市ももにち
61,1008,ぼっち同盟
62,1007,とれっきんぐ
63,1005,2chスレギルド
64,1001,ファンタビーチ
65,1001,お笑い?研究府
66,999,パンダ百匹！！
67,999,★愉快な仲間達☆
68,999,Buzz?
69,996,ひろす
70,992,ブルーウィング
71,989,?アンシェル?
72,987,佐久間上水
73,986,BestLuck
74,983,同じ穴のぷよら～
75,975,ちょびぎるど
76,973,遊戯都市第七地区
77,965,Ｋ２
78,964,手製ぷよ
79,963,チームかわいい
80,962,ぷよっとパニック
81,954,祝！ＳＳあひる組
82,949,Gunners!
83,949,トウーンタウン
84,946,?KoB?
85,946,みなとみらい
86,945,ウィッチ魔法学院
87,942,☆マーロボカフェ
88,942,うさぎの巣?
89,939,let&#039;sぷよ！
90,939,チームかつをぶし
91,939,早起は三文のとく
92,935,???☆
93,929,ラフィ亭
94,924,AGILE
95,924,パーミテーション
96,920,猫好き仙人界
97,918,六猫?おーき軍
98,917,Blackチョコ
99,916,ジュビレーション
100,916,SPIRAL★彡
101,910,陽だまりのねこ?
102,901,ぐみぷよ
103,896,コンパイルクラブ
104,895,エランド
105,876,お腹@ばよ?支店
106,876,まったり勢。
107,871,TEREON&#039;s
108,860,すたんどあっぷ
