,2015/11/12 14:14:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1035,Dizzy?
2,1002,Mumin谷??
3,876,トムソン??
4,836,Ra?ffine
5,790,☆☆ながれ星彡
6,772,上位目指す隊?
7,743,さんらいず??
8,739,ばよえ?ん。
9,720,†とわいらいと†
10,702,嵐山
11,687,さんせっと??
12,685,早乙女学園?
13,682,えすぽらーず
14,663,?いちごぷよ隊?
15,661,まるむすてぃ?ん
16,660,RedbuII?
17,639,かもみ～るかふぇ
18,619,tipo
19,612,赤い妖精
20,611,谷口ぴーまん
21,600,カーバンクル
22,589,たいようのほこら
23,588,淡麗生!!
24,577,?Ｃlair?
25,576,からあげ流星群
26,572,Antenna
27,571,MYM318☆彡
28,567,ミッドガルド?
29,558,ぴんぽーん
30,557,かおりワールド
31,553,ねこたらんど
32,551,だらゴロ・囚・
33,544,LovE?
34,539,V.I.P.
35,539,プリンシパル☆彡
36,535,?怪盗スケルトン
37,535,ぷよビ～ッチ☆
38,534,一生を寝てい隊
39,534,いえろ～こんび♪
40,534,無課金こそ愉悦!
41,532,Lαvｉn&#039;υ?
42,532,Law@
43,531,ねこぽよ軍??
44,526,ももピーチ帝国
45,526,†魔導学校†
46,524,にゃ?んだふる♪
47,523,にないか
48,518,Luxillia
49,517,☆命蓮寺☆
50,516,★愉快な仲間達☆
51,514,ねこずき
52,512,Buzz?
53,506,★エーミール★
54,506,やわらかギルド
55,505,ＢＢ団
56,504,チームかつをぶし
57,503,ちょびぎるど
58,502,賢者モード
59,500,ぷよクエ楽しみ隊
60,498,お笑い?研究府
61,498,ぷよろう会
62,497,果物の缶詰
63,494,自由都市ももにち
64,491,ぼっち同盟
65,490,ぷよっとパニック
66,488,かわいいはせいぎ
67,484,?アンシェル?
68,482,同じ穴のぷよら～
69,482,2chスレギルド
70,479,とれっきんぐ
71,478,?KoB?
72,476,佐久間上水
73,473,お腹@ばよ?支店
74,472,ブルーウィング
75,471,無KG板ギルド
76,471,ラフィ亭
77,470,コンパイルクラブ
78,469,みなみけ
79,468,ぁひるたいちょ組
80,466,Ｋ２
81,466,BestLuck
82,466,遊戯都市第七地区
83,466,トウーンタウン
84,465,Gunners!
85,464,うさぎの巣?
86,462,ウィッチ魔法学院
87,462,ファンタビーチ
88,462,Blackチョコ
89,462,エランド
90,461,パンダ百匹！！
91,459,陽だまりのねこ?
92,456,パーミテーション
93,455,ジュビレーション
94,454,ひろす
95,454,六猫?おーき軍
96,452,let&#039;sぷよ！
97,451,猫好き仙人界
98,449,チームかわいい
99,448,ギルド一ナツ
100,447,みなとみらい
101,447,COLORS＊*
102,446,ぷよく鉛筆?HB
103,443,☆ネコカフェ☆
104,442,早起は三文のとく
105,441,TEREON&#039;s
106,440,ぷよよよよよん?
107,438,SPIRAL★彡
108,437,ねこのうにメロン
109,436,手製ぷよ
110,434,けにくら！祝LS
111,431,ぷよクエRUSH
112,431,北の大地☆人情派
