,2015/11/12 01:33:03
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,747,Mumin谷??
2,730,Dizzy?
3,623,Ra?ffine
4,620,☆☆ながれ星彡
5,599,トムソン??
6,562,上位目指す隊?
7,541,ばよえ?ん。
8,541,さんらいず??
9,541,†とわいらいと†
10,536,さんせっと??
11,518,えすぽらーず
12,515,?いちごぷよ隊?
13,513,早乙女学園?
14,509,RedbuII?
15,499,嵐山
16,463,谷口ぴーまん
17,462,まるむすてぃ?ん
18,459,かもみ～るかふぇ
19,444,淡麗生!!
20,442,カーバンクル
21,439,からあげ流星群
22,438,Antenna
23,432,?Ｃlair?
24,424,かおりワールド
25,424,赤い妖精
26,423,たいようのほこら
27,421,tipo
28,420,MYM318☆彡
29,419,無課金こそ愉悦!
30,419,?怪盗スケルトン
31,414,ミッドガルド?
32,412,いえろ～こんび♪
33,411,ぴんぽーん
34,407,LovE?
35,406,だらゴロ・囚・
36,405,チームかつをぶし
37,405,ねこたらんど
38,404,ちょびぎるど
39,403,プリンシパル☆彡
40,403,Lαvｉn&#039;υ?
41,401,Law@
42,400,V.I.P.
43,398,にゃ?んだふる♪
44,395,†魔導学校†
45,393,ももピーチ帝国
46,393,一生を寝てい隊
47,389,☆命蓮寺☆
48,389,ねこぽよ軍??
49,388,★愉快な仲間達☆
50,388,にないか
51,387,ねこずき
52,386,ぷよクエ楽しみ隊
53,385,祝3S佐久間上水
54,383,かわいいはせいぎ
55,380,ＢＢ団
56,380,賢者モード
57,379,★エーミール★
58,378,お笑い?研究府
59,378,自由都市ももにち
60,375,同じ穴のぷよら～
61,373,ぷよビ～ッチ☆
62,369,やわらかギルド
63,365,ぷよっとパニック
64,364,ブルーウィング
65,363,果物の缶詰
66,362,Luxillia
67,361,ぷよろう会
68,361,Buzz?
69,359,ねこのうにメロン
70,359,とれっきんぐ
71,357,ぷよよよよよん?
72,355,?KoB?
73,355,ぼっち同盟
74,353,ジュビレーション
75,351,みなとみらい
76,350,無KG板ギルド
77,350,陽だまりのねこ?
78,350,2chスレギルド
79,350,うさぎの巣?
80,348,?アンシェル?
81,347,パーミテーション
82,346,お腹@ばよ?支店
83,346,猫好き仙人界
84,344,BestLuck
85,344,コンパイルクラブ
86,343,Ｋ２
87,343,エランド
88,342,ぷよく鉛筆?HB
89,342,遊戯都市第七地区
90,341,ラフィ亭
91,341,ウィッチ魔法学院
92,341,AGILE
93,339,トウーンタウン
94,337,Blackチョコ
95,337,ぁひるたいちょ組
96,336,けにくら！祝LS
97,332,Gunners!
98,332,ギルド一ナツ
99,331,コスモツリー
100,331,パンダ百匹！！
101,331,SPIRAL★彡
102,329,ももぐみ
103,329,COLORS＊*
104,328,TEREON&#039;s
105,327,みなみけ
106,327,ぐみぷよ
107,325,ファンタビーチ
108,325,手製ぷよ
109,323,北の大地☆人情派
110,323,Tぷよ軍団
111,323,チームかわいい
112,323,早起は三文のとく
