,2015/11/11 23:09:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,649,Dizzy?
2,641,Mumin谷??
3,549,Ra?ffine
4,546,☆☆ながれ星彡
5,526,トムソン??
6,477,さんせっと??
7,476,ばよえ?ん。
8,471,上位目指す隊?
9,466,さんらいず??
10,459,†とわいらいと†
11,448,えすぽらーず
12,448,?いちごぷよ隊?
13,444,RedbuII?
14,442,早乙女学園?
15,427,嵐山
16,416,谷口ぴーまん
17,403,まるむすてぃ?ん
18,396,かもみ～るかふぇ
19,383,淡麗生!!
20,382,からあげ流星群
21,380,カーバンクル
22,377,たいようのほこら
23,374,Antenna
24,373,?Ｃlair?
25,372,tipo
26,366,ミッドガルド?
27,366,無課金こそ愉悦!
28,364,かおりワールド
29,363,赤い妖精
30,362,MYM318☆彡
31,356,ぴんぽーん
32,355,ねこたらんど
33,351,V.I.P.
34,350,?怪盗スケルトン
35,350,プリンシパル☆彡
36,348,にゃ?んだふる♪
37,348,LovE?
38,348,チームかつをぶし
39,347,いえろ～こんび♪
40,347,だらゴロ・囚・
41,344,ぷよクエ楽しみ隊
42,342,Lαvｉn&#039;υ?
43,339,ちょびぎるど
44,338,Law@
45,337,一生を寝てい隊
46,336,†魔導学校†
47,336,☆命蓮寺☆
48,333,★愉快な仲間達☆
49,333,同じ穴のぷよら～
50,331,祝3S佐久間上水
51,326,ももピーチ帝国
52,326,お笑い?研究府
53,325,かわいいはせいぎ
54,324,ねこずき
55,323,ＢＢ団
56,322,ぷよビ～ッチ☆
57,321,やわらかギルド
58,320,ねこぽよ軍??
59,319,にないか
60,314,★エーミール★
61,313,ぷよろう会
62,312,自由都市ももにち
63,311,ぷよっとパニック
64,311,ねこのうにメロン
65,310,果物の缶詰
66,307,ブルーウィング
67,306,?アンシェル?
68,306,賢者モード
69,306,とれっきんぐ
70,305,ぷよよよよよん?
71,304,ぼっち同盟
72,304,Buzz?
73,303,?KoB?
74,303,みなとみらい
75,302,無KG板ギルド
76,301,2chスレギルド
77,299,パーミテーション
78,299,ジュビレーション
79,299,Blackチョコ
80,299,ラフィ亭
81,298,エランド
82,298,Luxillia
83,298,けにくら！祝LS
84,297,うさぎの巣?
85,296,BestLuck
86,294,ウィッチ魔法学院
87,294,トウーンタウン
88,292,ギルド一ナツ
89,292,猫好き仙人界
90,292,Ｋ２
91,291,陽だまりのねこ?
92,291,AGILE
93,289,お腹@ばよ?支店
94,289,ぷよく鉛筆?HB
95,289,コスモツリー
96,289,コンパイルクラブ
97,289,SPIRAL★彡
98,289,パンダ百匹！！
99,289,ファンタビーチ
100,287,ぁひるたいちょ組
101,286,ももぐみ
102,285,遊戯都市第七地区
103,284,Lipton　
104,284,?水守革命?
105,283,COLORS＊*
106,283,早起は三文のとく
107,283,LxStella
108,283,Gunners!
109,283,みなみけ
110,281,六猫?おーき軍
111,281,北の大地☆人情派
112,280,まったりにゃーん
113,279,Tぷよ軍団
