,2015/11/14 19:55:01
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1500,Dizzy?
2,1460,Mumin谷??
3,1304,トムソン??
4,1260,Ra?ffine
5,1260,☆☆ながれ星彡
6,1219,上位目指す隊?
7,1207,ばよえ?ん。
8,1199,さんらいず??
9,1199,嵐山
10,1187,まるむすてぃ?ん
11,1157,†とわいらいと†
12,1144,早乙女学園?
13,1108,?いちごぷよ隊?
14,1107,さんせっと??
15,1094,祝RedbuII
16,1084,えすぽらーず
17,1068,tipo
18,1056,谷口ぴーまん
19,1054,カーバンクル
20,1051,かもみ～るかふぇ
21,1048,赤い妖精
22,1038,たいようのほこら
23,1025,ぴんぽーん
24,1010,?Ｃlair?
25,1003,Antenna
26,1002,だらゴロ・囚・
27,999,MYM318☆彡
28,994,☆命蓮寺☆
29,990,からあげ流星群
30,977,かおりワールド
31,976,にゃ?んだふる♪
32,975,ねこたらんど
33,971,淡麗生!!
34,969,Luxillia
35,967,?怪盗スケルトン
36,963,ももピーチ帝国
37,961,ぷよビ～ッチ☆
38,959,ぷよクエ楽しみ隊
39,959,ミッドガルド?
40,959,無課金こそ愉悦!
41,953,ＢＢ団
42,952,かわいいはせいぎ
43,949,プリンシパル☆彡
44,944,ねこずき
45,943,†魔導学校†
46,936,LovE?
47,936,ねこぽよ軍??
48,929,賢者モード
49,927,Law@
50,926,やわらかギルド
51,924,にないか
52,923,いえろ～こんび♪
53,923,V.I.P.
54,915,Lαvｉn&#039;υ?
55,910,ぷよろう会
56,906,一生を寝てい隊
57,906,果物の缶詰
58,902,★エーミール★
59,879,無KG板ギルド
60,877,とれっきんぐ
61,870,Buzz?
62,866,ぼっち同盟
63,864,2chスレギルド
64,858,ブルーウィング
65,858,★愉快な仲間達☆
66,854,自由都市ももにち
67,850,お笑い?研究府
68,845,?アンシェル?
69,843,ファンタビーチ
70,839,佐久間上水
71,838,BestLuck
72,836,同じ穴のぷよら～
73,835,遊戯都市第七地区
74,830,ちょびぎるど
75,829,ひろす
76,827,パンダ百匹！！
77,825,祝！ＳＳあひる組
78,821,Ｋ２
79,820,ぷよっとパニック
80,820,チームかつをぶし
81,816,?KoB?
82,813,ウィッチ魔法学院
83,810,手製ぷよ
84,809,チームかわいい
85,805,Gunners!
86,805,うさぎの巣?
87,804,☆ネコカフェ☆
88,804,ラフィ亭
89,803,トウーンタウン
90,794,みなとみらい
91,789,パーミテーション
92,789,let&#039;sぷよ！
93,789,Blackチョコ
94,788,猫好き仙人界
95,787,陽だまりのねこ?
96,785,コンパイルクラブ
97,785,六猫?おーき軍
98,782,エランド
99,780,早起は三文のとく
100,780,AGILE
101,779,ジュビレーション
102,779,???☆
103,771,SPIRAL★彡
104,769,お腹@ばよ?支店
105,760,みなみけ
106,755,すたんどあっぷ
107,753,まったり勢。
108,753,ぐみぷよ
109,748,ねこのうにメロン
110,744,ぷよく鉛筆?HB
111,742,ギルド一ナツ
