,2015/11/13 22:00:01
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1327,Dizzy?
2,1287,Mumin谷??
3,1163,トムソン??
4,1125,Ra?ffine
5,1111,☆☆ながれ星彡
6,1074,上位目指す隊?
7,1068,ばよえ?ん。
8,1045,さんらいず??
9,1041,嵐山
10,1028,まるむすてぃ?ん
11,1026,†とわいらいと†
12,1008,早乙女学園?
13,998,?いちごぷよ隊?
14,994,さんせっと??
15,979,えすぽらーず
16,965,RedbuII?
17,951,tipo
18,934,谷口ぴーまん
19,927,かもみ～るかふぇ
20,920,赤い妖精
21,891,カーバンクル
22,884,たいようのほこら
23,871,ぴんぽーん
24,865,?Ｃlair?
25,854,Antenna
26,844,MYM318☆彡
27,834,からあげ流星群
28,829,だらゴロ・囚・
29,829,淡麗生!!
30,819,ねこたらんど
31,818,かおりワールド
32,810,☆命蓮寺☆
33,809,ぷよビ～ッチ☆
34,809,にゃ?んだふる♪
35,802,ミッドガルド?
36,801,無課金こそ愉悦!
37,801,?怪盗スケルトン
38,791,いえろ～こんび♪
39,790,ＢＢ団
40,788,LovE?
41,782,Luxillia
42,781,ぷよクエ楽しみ隊
43,781,一生を寝てい隊
44,780,プリンシパル☆彡
45,780,ねこぽよ軍??
46,779,ももピーチ帝国
47,776,やわらかギルド
48,774,Law@
49,772,Lαvｉn&#039;υ?
50,771,†魔導学校†
51,771,かわいいはせいぎ
52,765,V.I.P.
53,764,ねこずき
54,753,にないか
55,753,賢者モード
56,750,ぷよろう会
57,749,ぼっち同盟
58,749,果物の缶詰
59,742,Buzz?
60,735,★エーミール★
61,729,★愉快な仲間達☆
62,725,ブルーウィング
63,725,とれっきんぐ
64,722,無KG板ギルド
65,717,自由都市ももにち
66,717,2chスレギルド
67,715,お笑い?研究府
68,715,BestLuck
69,711,ファンタビーチ
70,709,?アンシェル?
71,709,チームかつをぶし
72,699,佐久間上水
73,697,パンダ百匹！！
74,694,ぷよっとパニック
75,694,ウィッチ魔法学院
76,693,?KoB?
77,691,同じ穴のぷよら～
78,689,Ｋ２
79,689,祝！ＳＳあひる組
80,688,ちょびぎるど
81,685,遊戯都市第七地区
82,681,コンパイルクラブ
83,679,ひろす
84,678,エランド
85,676,ラフィ亭
86,675,トウーンタウン
87,675,陽だまりのねこ?
88,674,うさぎの巣?
89,673,Blackチョコ
90,672,パーミテーション
91,671,六猫?おーき軍
92,671,みなみけ
93,668,Gunners!
94,667,☆ネコカフェ☆
95,667,チームかわいい
96,667,let&#039;sぷよ！
97,664,お腹@ばよ?支店
98,660,猫好き仙人界
99,658,ジュビレーション
100,655,ギルド一ナツ
101,654,AGILE
102,654,みなとみらい
103,649,手製ぷよ
104,648,ねこのうにメロン
105,641,早起は三文のとく
106,640,SPIRAL★彡
107,638,ぷよく鉛筆?HB
108,635,???☆
109,634,ぷよよん同盟
110,633,COLORS＊*
111,633,ぷにっぷに～！
112,632,すたんどあっぷ
