,2015/11/12 01:02:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,726,Mumin谷??
2,716,Dizzy?
3,611,Ra?ffine
4,605,☆☆ながれ星彡
5,584,トムソン??
6,546,上位目指す隊?
7,531,ばよえ?ん。
8,528,さんらいず??
9,525,さんせっと??
10,524,†とわいらいと†
11,505,えすぽらーず
12,503,?いちごぷよ隊?
13,500,早乙女学園?
14,498,RedbuII?
15,487,嵐山
16,456,谷口ぴーまん
17,450,まるむすてぃ?ん
18,449,かもみ～るかふぇ
19,435,淡麗生!!
20,431,カーバンクル
21,427,からあげ流星群
22,426,Antenna
23,423,?Ｃlair?
24,414,かおりワールド
25,413,赤い妖精
26,412,たいようのほこら
27,411,tipo
28,409,MYM318☆彡
29,407,?怪盗スケルトン
30,407,無課金こそ愉悦!
31,406,ミッドガルド?
32,403,ぴんぽーん
33,403,いえろ～こんび♪
34,400,LovE?
35,399,だらゴロ・囚・
36,398,ねこたらんど
37,398,チームかつをぶし
38,398,Lαvｉn&#039;υ?
39,395,Law@
40,394,プリンシパル☆彡
41,393,ちょびぎるど
42,392,V.I.P.
43,389,にゃ?んだふる♪
44,388,†魔導学校†
45,383,ももピーチ帝国
46,383,一生を寝てい隊
47,383,ぷよクエ楽しみ隊
48,382,☆命蓮寺☆
49,378,★愉快な仲間達☆
50,377,ねこずき
51,376,祝3S佐久間上水
52,375,かわいいはせいぎ
53,374,ＢＢ団
54,374,にないか
55,373,ねこぽよ軍??
56,372,お笑い?研究府
57,371,★エーミール★
58,369,同じ穴のぷよら～
59,369,賢者モード
60,367,自由都市ももにち
61,364,ぷよビ～ッチ☆
62,360,やわらかギルド
63,357,ぷよっとパニック
64,356,ブルーウィング
65,356,果物の缶詰
66,354,ぷよろう会
67,353,ねこのうにメロン
68,353,とれっきんぐ
69,351,ぷよよよよよん?
70,351,Luxillia
71,351,Buzz?
72,350,?KoB?
73,347,ぼっち同盟
74,345,みなとみらい
75,344,ジュビレーション
76,343,お腹@ばよ?支店
77,343,2chスレギルド
78,343,無KG板ギルド
79,342,?アンシェル?
80,341,パーミテーション
81,339,猫好き仙人界
82,338,陽だまりのねこ?
83,337,うさぎの巣?
84,336,ラフィ亭
85,336,Ｋ２
86,334,コンパイルクラブ
87,334,BestLuck
88,334,エランド
89,333,ウィッチ魔法学院
90,332,AGILE
91,332,ぷよく鉛筆?HB
92,331,トウーンタウン
93,330,Blackチョコ
94,329,けにくら！祝LS
95,329,遊戯都市第七地区
96,328,コスモツリー
97,324,ももぐみ
98,324,SPIRAL★彡
99,324,Gunners!
100,323,ギルド一ナツ
101,323,ぁひるたいちょ組
102,322,パンダ百匹！！
103,320,みなみけ
104,320,COLORS＊*
105,318,ファンタビーチ
106,315,早起は三文のとく
107,315,北の大地☆人情派
108,313,ぐみぷよ
109,313,TEREON&#039;s
110,313,まったりにゃーん
111,313,手製ぷよ
112,312,チームかわいい
113,312,LxStella
