,2015/11/15 13:06:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1507,Dizzy?
2,1503,Mumin谷??
3,1431,トムソン??
4,1367,☆☆ながれ星彡
5,1359,Ra?ffine
6,1336,上位目指す隊?
7,1315,ばよえ?ん。
8,1301,嵐山
9,1299,さんらいず??
10,1299,まるむすてぃ?ん
11,1276,†とわいらいと†
12,1219,早乙女学園?
13,1199,さんせっと??
14,1199,?いちごぷよ隊?
15,1199,祝RedbuII
16,1162,えすぽらーず
17,1150,カーバンクル
18,1137,tipo
19,1129,谷口ぴーまん
20,1129,赤い妖精
21,1128,かもみ～るかふぇ
22,1114,たいようのほこら
23,1099,ぴんぽーん
24,1083,だらゴロ・囚・
25,1079,?Ｃlair?
26,1071,Luxillia
27,1068,☆命蓮寺☆
28,1060,Antenna
29,1059,ねこたらんど
30,1057,ももピーチ帝国
31,1054,かおりワールド
32,1049,MYM318☆彡
33,1049,?怪盗スケルトン
34,1046,にゃ?んだふる♪
35,1044,からあげ流星群
36,1042,淡麗生!!
37,1039,プリンシパル☆彡
38,1039,かわいいはせいぎ
39,1039,無課金こそ愉悦!
40,1038,ＢＢ団
41,1038,ぷよクエ楽しみ隊
42,1037,†魔導学校†
43,1029,ミッドガルド?
44,1028,ぷよビ～ッチ☆
45,1027,LovE?
46,1025,にないか
47,1025,賢者モード
48,1019,ねこずき
49,1018,いえろ～こんび♪
50,1017,ねこぽよ軍??
51,1014,V.I.P.
52,1013,やわらかギルド
53,1009,Lαvｉn&#039;υ?
54,1006,ぷよろう会
55,1005,★エーミール★
56,1002,果物の缶詰
57,1001,Law@
58,1000,一生を寝てい隊
59,996,無KG板ギルド
60,990,自由都市ももにち
61,978,ぼっち同盟
62,970,2chスレギルド
63,963,とれっきんぐ
64,958,★愉快な仲間達☆
65,957,ファンタビーチ
66,957,お笑い?研究府
67,953,Buzz?
68,951,ひろす
69,945,?アンシェル?
70,944,パンダ百匹！！
71,942,ブルーウィング
72,942,佐久間上水
73,941,同じ穴のぷよら～
74,939,BestLuck
75,932,遊戯都市第七地区
76,922,Ｋ２
77,922,ちょびぎるど
78,921,ぷよっとパニック
79,920,チームかわいい
80,915,祝！ＳＳあひる組
81,914,手製ぷよ
82,905,Gunners!
83,905,トウーンタウン
84,902,☆マーロボカフェ
85,902,うさぎの巣?
86,901,?KoB?
87,898,ウィッチ魔法学院
88,895,チームかつをぶし
89,893,早起は三文のとく
90,892,let&#039;sぷよ！
91,892,みなとみらい
92,889,ラフィ亭
93,889,???☆
94,879,猫好き仙人界
95,878,六猫?おーき軍
96,873,Blackチョコ
97,873,AGILE
98,868,パーミテーション
99,865,陽だまりのねこ?
100,865,ジュビレーション
101,863,SPIRAL★彡
102,859,コンパイルクラブ
103,856,エランド
104,852,ぐみぷよ
105,849,お腹@ばよ?支店
106,840,まったり勢。
107,834,すたんどあっぷ
108,826,TEREON&#039;s
109,821,ぷよく鉛筆?HB
